Epoch,epoch,eval/Actions Max,eval/Actions Mean,eval/Actions Min,eval/Actions Std,eval/Average Returns,eval/Num Paths,eval/Returns Max,eval/Returns Mean,eval/Returns Min,eval/Returns Std,eval/Rewards Max,eval/Rewards Mean,eval/Rewards Min,eval/Rewards Std,eval/env_infos/final/is_success Max,eval/env_infos/final/is_success Mean,eval/env_infos/final/is_success Min,eval/env_infos/final/is_success Std,eval/env_infos/initial/is_success Max,eval/env_infos/initial/is_success Mean,eval/env_infos/initial/is_success Min,eval/env_infos/initial/is_success Std,eval/env_infos/is_success Max,eval/env_infos/is_success Mean,eval/env_infos/is_success Min,eval/env_infos/is_success Std,eval/num paths total,eval/num steps total,eval/path length Max,eval/path length Mean,eval/path length Min,eval/path length Std,expl/Actions Max,expl/Actions Mean,expl/Actions Min,expl/Actions Std,expl/Average Returns,expl/Num Paths,expl/Returns Max,expl/Returns Mean,expl/Returns Min,expl/Returns Std,expl/Rewards Max,expl/Rewards Mean,expl/Rewards Min,expl/Rewards Std,expl/env_infos/final/is_success Max,expl/env_infos/final/is_success Mean,expl/env_infos/final/is_success Min,expl/env_infos/final/is_success Std,expl/env_infos/initial/is_success Max,expl/env_infos/initial/is_success Mean,expl/env_infos/initial/is_success Min,expl/env_infos/initial/is_success Std,expl/env_infos/is_success Max,expl/env_infos/is_success Mean,expl/env_infos/is_success Min,expl/env_infos/is_success Std,expl/num paths total,expl/num steps total,expl/path length Max,expl/path length Mean,expl/path length Min,expl/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/sac training (s),time/saving (s),time/total (s),time/training (s),trainer/Alpha,trainer/Alpha Loss,trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss,trainer/num train calls,trainer/policy/mean Max,trainer/policy/mean Mean,trainer/policy/mean Min,trainer/policy/mean Std,trainer/policy/normal/log_std Max,trainer/policy/normal/log_std Mean,trainer/policy/normal/log_std Min,trainer/policy/normal/log_std Std,trainer/policy/normal/std Max,trainer/policy/normal/std Mean,trainer/policy/normal/std Min,trainer/policy/normal/std Std
336,336,1.0,-0.019188493,-1.0,0.47527462,-999.8,5,-999.0,-999.8,-1000.0,0.4000000000000001,-0.0,-0.9998,-1.0,0.014140721339450825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,0.0,0.014140722,1685,1685000,1000,1000.0,1000,0.0,1.0,0.27802414,-1.0,0.8162661,-999.0,1,-999.0,-999.0,-999.0,0.0,-0.0,-0.999,-1.0,0.03160696125855822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,0.0,0.031606965,338,338000,1000,1000.0,1000,0.0,338000,0.00406058895168826,20.03718328749528,4.363132755970582,0.9632640600320883,0.015628220979124308,14.678159646573476,0.012863165989983827,7002.554021799646,7.484899833798409e-05,2.6975223590852693e-05,6.787234783172607,48.4414,7.645138,-0.6310599,7.6648445,99.82176,-97.28622,-99.911865,-100.51909,0.4160706,-97.23544,-99.778076,-100.353226,0.40272996,-97.25167,-99.82237,-100.40471,0.40400422,0.021640014,0.009489137,337000,0.9999722,-0.01635964,-0.9998326,0.40683338,0.5875267,-2.0276554,-4.9740834,0.42546085,1.799532,0.14272402,0.0069148536,0.07902441
337,337,0.9999511,-0.062240243,-0.9998661,0.40300703,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1690,1690000,1000,1000.0,1000,0.0,0.9999999,-0.051277604,-0.9999777,0.3965683,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339,339000,1000,1000.0,1000,0.0,339000,0.004128202039282769,20.293362724769395,4.378135451988783,0.9631266469950788,0.017287904978729784,14.913471443811432,0.0171139559824951,7023.654317148554,9.911897359415889e-05,3.141598790534772e-05,-3.7194323539733887,82.68773,6.641265,-2.0337026,7.1314416,99.95753,-97.36116,-99.979774,-100.515495,0.3546111,-97.328545,-99.959045,-100.571434,0.35329598,-97.41011,-99.953606,-100.49587,0.3467461,0.001092482,0.0016172705,338000,1.0,-0.0536672,-1.0,0.45126665,0.18497644,-1.8525324,-4.8458524,0.40241784,1.2031901,0.16863264,0.007860915,0.07467985
338,338,0.99875736,-0.029008303,-0.9880967,0.23920517,-999.8,5,-999.0,-999.8,-1000.0,0.4,-0.0,-0.9998,-1.0,0.014140721339450825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,0.0,0.014140722,1695,1695000,1000,1000.0,1000,0.0,0.99905664,-0.025643267,-0.9979765,0.27720854,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340,340000,1000,1000.0,1000,0.0,340000,0.003990473982412368,19.946193433424924,4.355986270995345,0.9556663809926249,0.01538034703116864,14.603553890425246,0.011545778019353747,7044.3894298980595,7.029197877272964e-05,2.8925565857207403e-05,-7.52817440032959,179.50667,6.2796545,-9.275756,12.266768,99.91209,-97.30111,-99.92778,-100.51485,0.45666575,-97.21392,-99.90293,-100.50417,0.45952776,-97.33163,-99.847565,-100.44015,0.44325528,0.0010268233,0.010067188,339000,1.0,-0.017713625,-1.0,0.3700302,-0.54451984,-1.8980409,-6.927325,0.3463676,0.58012027,0.15625903,0.0009806207,0.042667534
339,339,1.0,-0.047219988,-1.0,0.41683537,-999.8,5,-999.0,-999.8,-1000.0,0.4,-0.0,-0.9998,-1.0,0.014140721339450825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,0.0,0.014140723,1700,1700000,1000,1000.0,1000,0.0,1.0,-0.07709241,-1.0,0.6478491,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341,341000,1000,1000.0,1000,0.0,341000,0.003988912969361991,20.16421027504839,4.3560233560274355,0.960620341997128,0.016615958011243492,14.811629956006072,0.015244155016262084,7065.360903181427,8.759502088651061e-05,2.1643763830070384e-05,5.056177616119385,267.94012,7.470745,-1.3861496,18.964306,99.94015,-97.61283,-99.94088,-100.513084,0.39645588,-97.58418,-99.84575,-100.41919,0.38787416,-97.603775,-99.94283,-100.51358,0.39806688,0.010598009,0.00043811364,340000,1.0,-0.040060334,-1.0,0.38157508,2.0,-1.9325752,-5.042489,0.4768722,7.389056,0.18781893,0.0064576543,0.5152372
340,340,1.0,-0.050038405,-1.0,0.39427987,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1705,1705000,1000,1000.0,1000,0.0,1.0,0.0757906,-1.0,0.78150487,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342,342000,1000,1000.0,1000,0.0,342000,0.004051436961162835,20.03771892655641,4.354416813002899,0.9570654010167345,0.017001455009449273,14.689910186571069,0.01519091596128419,7086.192672729143,8.271803380921483e-05,2.0647403289331123e-05,7.8093581199646,115.94577,7.7238984,-3.5432112,9.470765,99.89,-97.23509,-99.91184,-100.51375,0.4489825,-97.2273,-99.84361,-100.468834,0.4401022,-97.20665,-99.89523,-100.49319,0.44528255,0.0055055795,0.00096279883,341000,1.0,-0.047721725,-0.99998856,0.4410524,1.7554176,-1.9990553,-8.344491,0.48285958,5.7858634,0.14958976,0.0002377024,0.14425763
341,341,1.0,-0.008555629,-1.0,0.5103494,-999.8,5,-999.0,-999.8,-1000.0,0.4000000000000001,-0.0,-0.9998,-1.0,0.014140721339450827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,0.0,0.014140722,1710,1710000,1000,1000.0,1000,0.0,0.9972338,-0.018960586,-0.9946104,0.2432496,-997.0,1,-997.0,-997.0,-997.0,0.0,-0.0,-0.997,-1.0,0.054690035655501276,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.003,0.0,0.054690037,343,343000,1000,1000.0,1000,0.0,343000,0.003991356992628425,20.070623271923978,4.3679136330029,0.957678325008601,0.01627398101845756,14.710606703942176,0.014079799992032349,7107.059059194929,7.94719671830535e-05,2.00013309950009e-05,11.555940628051758,137.88823,8.068046,-2.1582384,11.042441,99.85007,-97.32383,-99.87815,-100.38327,0.45189187,-97.27436,-99.679085,-100.44523,0.44114116,-97.32281,-99.84271,-100.36097,0.4477782,0.048152972,0.0019941397,342000,1.0,-0.013816776,-1.0,0.41377354,0.010133131,-2.0232882,-5.127638,0.460061,1.0101846,0.14397131,0.0059305523,0.06308496
342,342,0.99875295,-0.0060754507,-0.9836537,0.22465722,-999.8,5,-999.0,-999.8,-1000.0,0.4000000000000001,-0.0,-0.9998,-1.0,0.014140721339450827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,0.0,0.014140721,1715,1715000,1000,1000.0,1000,0.0,0.99876916,-0.011701668,-0.9999998,0.41476247,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344,344000,1000,1000.0,1000,0.0,344000,0.004164319019764662,20.234437252918724,4.326432815054432,0.9441438199719414,0.01855326403165236,14.922933492867742,0.01812959398375824,7128.105764718028,7.994798943400383e-05,1.869906009233091e-05,-2.44441556930542,56.26892,6.7754745,-1.9291992,7.1072917,99.85464,-97.303406,-99.898224,-100.51302,0.48249453,-97.24503,-99.85253,-100.4604,0.47496822,-97.275475,-99.834595,-100.443855,0.4783252,0.0023525716,0.006039214,343000,0.99452084,-0.008630439,-0.99999887,0.36973688,-0.94826365,-2.0450723,-5.453978,0.47332335,0.3874131,0.13905399,0.0042792475,0.039355613
343,343,1.0,-0.00989012,-1.0,0.42633754,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1720,1720000,1000,1000.0,1000,0.0,0.9992986,-0.008662856,-0.9912351,0.21516101,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345,345000,1000,1000.0,1000,0.0,345000,0.00401917495764792,20.091383569990285,4.297263913031202,0.9428775470005348,0.017617187986616045,14.812666476005688,0.016841067001223564,7148.996614229982,9.82040073722601e-05,1.762931060511619e-05,9.950725555419922,35.13642,7.9090786,-0.4385596,7.7614136,99.93317,-97.210495,-99.92868,-100.51155,0.40908796,-97.242836,-99.90513,-100.50477,0.40453124,-97.298836,-99.93337,-100.51844,0.4096986,0.000887545,0.00016080975,344000,0.99941367,-0.003380587,-0.99989116,0.4030882,-0.8745687,-2.0960648,-5.6525755,0.48052374,0.41704184,0.1327149,0.0035084689,0.040425584
344,344,0.99912965,-0.018090354,-0.9612811,0.20462307,-999.8,5,-999.0,-999.8,-1000.0,0.4,-0.0,-0.9998,-1.0,0.014140721339450827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,0.0,0.014140722,1725,1725000,1000,1000.0,1000,0.0,0.9998593,-0.016842922,-0.9908599,0.26142842,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346,346000,1000,1000.0,1000,0.0,346000,0.004215068009216338,20.216640457103495,4.385683392989449,0.9625256669824012,0.015431681997142732,14.836437210149597,0.012278212001547217,7170.019203011761,6.922497414052486e-05,2.0625146134989336e-05,-14.825016021728516,32.04988,5.6259136,-2.0677302,4.16068,99.93287,-97.296265,-99.92491,-100.51261,0.44818228,-97.28335,-99.93244,-100.52807,0.45567223,-97.29048,-99.87214,-100.43262,0.4432437,0.0007646902,0.0053428006,345000,0.99998707,-0.016878672,-0.99766105,0.31127638,-0.49031484,-1.9989785,-4.524757,0.27719888,0.61243355,0.14066805,0.010837348,0.044317998
345,345,0.9975259,0.015457379,-0.99743956,0.25400344,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1730,1730000,1000,1000.0,1000,0.0,0.99623686,0.011073235,-0.9792391,0.25549456,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347,347000,1000,1000.0,1000,0.0,347000,0.004011425015050918,20.087739438342396,4.304613128013443,0.9405039599514566,0.015038597979582846,14.811569273355417,0.011942146986257285,7190.906562925491,6.090704118832946e-05,1.925247306644451e-05,3.4911553859710693,70.997955,7.3215322,-1.0955,7.8851733,99.959595,-97.26014,-99.92675,-100.51234,0.4404207,-97.264786,-99.94802,-100.57888,0.44490802,-97.273125,-99.91861,-100.50126,0.43778053,0.0035857577,0.00011508752,346000,0.99999917,0.03301214,-0.9989219,0.3750849,0.13294464,-2.043671,-6.090663,0.41069213,1.1421868,0.1385866,0.0022639076,0.053779945
346,346,1.0,-0.013109933,-1.0,0.38846278,-999.8,5,-999.0,-999.8,-1000.0,0.4000000000000001,-0.0,-0.9998,-1.0,0.014140721339450825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,0.0,0.014140722,1735,1735000,1000,1000.0,1000,0.0,0.9984985,-0.007237062,-0.9614801,0.22134931,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348,348000,1000,1000.0,1000,0.0,348000,0.004038151993881911,20.021898301667534,4.2953540869639255,0.9506411729962565,0.019541296001989394,14.734615746652707,0.017629260022658855,7211.721348504187,7.858703611418605e-05,2.0535411749733612e-05,-1.538964033126831,37.990242,6.8574157,-7.4239473,6.1358557,99.939415,-97.20744,-99.91963,-100.432594,0.4690018,-97.217094,-99.88451,-100.42046,0.46507558,-97.20967,-99.93974,-100.45993,0.47415802,0.0019755866,0.00066109904,347000,0.9998172,-0.009125613,-0.9999863,0.34343606,-0.87555224,-2.1049085,-4.87171,0.37427858,0.41663188,0.1285499,0.007660256,0.03727495
347,347,1.0,-0.047696758,-1.0,0.5233518,-999.6,5,-999.0,-999.6,-1000.0,0.48989794855663565,-0.0,-0.9996,-1.0,0.019995999599919982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0004,0.0,0.019996002,1740,1740000,1000,1000.0,1000,0.0,0.99327934,-0.030500721,-0.96509194,0.28932294,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349,349000,1000,1000.0,1000,0.0,349000,0.004060283012222499,19.71922354452545,4.348770963959396,0.9548923729453236,0.01588442298816517,14.38264308363432,0.012897396984044462,7232.213578033319,7.502100197598338e-05,2.2974236344452947e-05,6.0141754150390625,92.92087,7.5630655,0.0667932,8.104044,99.96939,-97.20061,-99.93328,-100.428375,0.43485773,-97.18637,-99.95996,-100.46213,0.44552648,-97.196594,-99.88667,-100.37768,0.43036276,0.00418988,0.003025841,348000,1.0,-0.033809856,-1.0,0.4073193,1.5055804,-2.069668,-4.159687,0.38671055,4.5067687,0.13958767,0.015612443,0.15356094
348,348,1.0,-0.041465253,-1.0,0.42265072,-999.6,5,-999.0,-999.6,-1000.0,0.48989794855663565,-0.0,-0.9996,-1.0,0.019995999599919982,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.40000004,1.0,0.0004,0.0,0.019996,1745,1745000,1000,1000.0,1000,0.0,1.0,-0.18072897,-1.0,0.6981671,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,350000,1000,1000.0,1000,0.0,350000,0.004525527008809149,20.061536400811747,4.35423748800531,0.9633683129795827,0.01621863601030782,14.707924730842933,0.015199526969809085,7253.070458354196,6.217899499461055e-05,2.3712742404313758e-05,-5.711325645446777,32.311405,6.4637,-3.7204547,5.900127,99.92231,-97.19934,-99.933304,-100.509514,0.43988758,-97.22252,-99.85147,-100.45444,0.42728612,-97.2304,-99.9239,-100.508606,0.43682614,0.008212922,0.0007218841,349000,0.99982655,-0.04661682,-0.9998974,0.34787104,-0.6833484,-2.056167,-4.109786,0.30688527,0.50492346,0.13293101,0.016411286,0.033757277
349,349,0.9959367,-0.029357858,-0.9999921,0.2898521,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750,1750000,1000,1000.0,1000,0.0,0.9766651,-0.033130396,-0.9942585,0.4119314,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351,351000,1000,1000.0,1000,0.0,351000,0.004370315989945084,20.1186529120896,4.286003750981763,0.9450321039767005,0.016525260056369007,14.852280849067029,0.014368930016644299,7273.993467523891,7.170200115069747e-05,2.2800973965786397e-05,-1.9676575660705566,73.1565,6.8159122,-3.1941555,7.2121906,99.91219,-97.303925,-99.91988,-100.42291,0.42229053,-97.30194,-99.89952,-100.4027,0.42233253,-97.31404,-99.91391,-100.417656,0.4197083,0.0010263878,0.00013215965,350000,0.999938,-0.027876569,-1.0,0.35081166,2.0,-2.0421913,-4.2481427,0.35516077,7.389056,0.14191838,0.014290751,0.18696223
350,350,1.0,-0.004316053,-1.0,0.35039183,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1755,1755000,1000,1000.0,1000,0.0,0.9878711,0.00050320633,-0.99476695,0.21352921,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352,352000,1000,1000.0,1000,0.0,352000,0.00401566200889647,20.45972857408924,4.380078964983113,0.9723410260048695,0.01678585901390761,15.070709245104808,0.015716434980276972,7295.273360299936,8.138199336826801e-05,2.0071573089808226e-05,3.2411999702453613,83.75736,7.299661,-1.0173786,7.7650924,99.95242,-97.25384,-99.90846,-100.50137,0.4462169,-97.23191,-99.95271,-100.545296,0.4541335,-97.21892,-99.95126,-100.54106,0.45529786,0.0021272409,0.0020500193,351000,0.9999997,-0.001601534,-1.0,0.36772436,1.3064735,-2.0826926,-4.268513,0.34573314,3.6931267,0.13310598,0.014002586,0.10094332
351,351,1.0,-0.006178193,-1.0,0.5760975,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760,1760000,1000,1000.0,1000,0.0,0.99751645,0.007967197,-0.998654,0.2712087,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353,353000,1000,1000.0,1000,0.0,353000,0.004035124962683767,19.742823770444375,4.2834645949769765,0.9515838390216231,0.01736162800807506,14.469356138492003,0.01692391699180007,7315.7912753286655,9.852799121290445e-05,2.005419992201496e-05,12.76893424987793,68.42746,8.180443,-3.0433218,7.9291015,99.8924,-97.20762,-99.88941,-100.42164,0.45233396,-97.25947,-99.89383,-100.425644,0.45372328,-97.23128,-99.88466,-100.4436,0.45640418,9.562804e-05,0.00041554446,352000,1.0,0.014683829,-1.0,0.38135037,1.8526199,-2.1885674,-5.6243806,0.49533352,6.3765035,0.1257681,0.0036087977,0.15874588
352,352,1.0,-0.020543758,-1.0,0.52357626,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765,1765000,1000,1000.0,1000,0.0,1.0,-0.15235275,-1.0,0.83381295,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354,354000,1000,1000.0,1000,0.0,354000,0.004060434002894908,19.997304557124153,4.3769334990065545,0.9588805240346119,0.020546754996757954,14.620094832091127,0.01669040200067684,7336.581656609953,9.811099153012037e-05,2.632389441714622e-05,24.641345977783203,75.653694,9.336773,-2.5702963,9.3407545,99.918724,-97.212074,-99.90376,-100.41621,0.4442036,-97.23742,-99.92621,-100.449875,0.45112666,-97.214645,-99.86779,-100.37453,0.4383162,0.00086005713,0.0014972812,353000,1.0,-0.032612026,-1.0,0.44821668,2.0,-2.1630085,-5.503892,0.46509975,7.389056,0.13233402,0.004070897,0.2333724
353,353,0.9980472,-0.03890469,-0.9974511,0.29518056,-999.8,5,-999.0,-999.8,-1000.0,0.4,-0.0,-0.9998,-1.0,0.014140721339450827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,0.0,0.014140722,1770,1770000,1000,1000.0,1000,0.0,1.0,-0.011896155,-1.0,0.8057265,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355,355000,1000,1000.0,1000,0.0,355000,0.00399527297122404,20.245982586813625,4.36307379999198,0.9558810229646042,0.015541561006102711,14.895275264803786,0.012144421052653342,7357.636663701618,7.124402327463031e-05,2.9508510124287568e-05,-5.695103168487549,44.15865,6.454013,-3.826123,4.791535,99.92662,-97.31492,-99.890854,-100.397545,0.38970533,-97.33801,-99.87863,-100.380684,0.38574788,-97.33095,-99.92918,-100.422455,0.39249867,0.00027419932,0.0022261292,354000,0.99999994,-0.049687136,-0.99999994,0.38595086,2.0,-1.9971055,-3.9379225,0.29053226,7.389056,0.14772502,0.01948866,0.21816678
354,354,0.9983741,0.018754944,-0.992448,0.29620302,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1775,1775000,1000,1000.0,1000,0.0,0.99644756,0.013131409,-0.98633134,0.28015944,-999.0,1,-999.0,-999.0,-999.0,0.0,-0.0,-0.999,-1.0,0.03160696125855822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,0.0,0.031606965,356,356000,1000,1000.0,1000,0.0,356000,0.004050343006383628,20.076378105091862,4.378506742999889,0.9619522269931622,0.016967455972917378,14.698505431064405,0.016303808020893484,7378.507584309205,9.209703421220183e-05,2.762814619927667e-05,3.990781784057617,201.17775,7.3801947,-1.7179415,13.614579,99.86655,-97.30387,-99.896034,-100.48425,0.4746694,-97.33761,-99.77794,-100.36072,0.45372665,-97.311424,-99.8649,-100.4666,0.4635315,0.015463561,0.0016008313,355000,1.0,0.0121295955,-1.0,0.41191113,2.0,-1.9716986,-8.983263,0.5217996,7.389056,0.16377153,0.0001254927,0.25139713
355,355,1.0,0.08123419,-1.0,0.46215194,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1780,1780000,1000,1000.0,1000,0.0,0.99802923,0.026723506,-0.9978545,0.3754584,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357,357000,1000,1000.0,1000,0.0,357000,0.00405390904052183,19.304899291950278,4.301751330029219,0.9464574949815869,0.01563764503225684,14.023905741865747,0.01302414300153032,7398.558304926846,6.902799941599369e-05,2.6078769224113785e-05,3.8704493045806885,88.527534,7.3667145,-1.0661743,8.590381,99.89623,-97.425934,-99.88603,-100.40749,0.44501206,-97.36923,-99.84462,-100.355354,0.4360598,-97.414925,-99.90154,-100.43992,0.4463241,0.0064057093,0.0044235857,356000,1.0,0.030764963,-1.0,0.42742026,0.014884605,-1.9925268,-6.790013,0.41743314,1.0149959,0.14551182,0.0011249543,0.05311026
356,356,0.99440783,0.016117193,-0.9982557,0.24187437,-999.4,5,-998.0,-999.4,-1000.0,0.8,-0.0,-0.9994,-1.0,0.024487547856002243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006,0.0,0.024487548,1785,1785000,1000,1000.0,1000,0.0,0.9929013,0.01436292,-0.99884564,0.2729562,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358,358000,1000,1000.0,1000,0.0,358000,0.004186625999864191,20.288534646562766,4.399284187005833,0.9794700989732519,0.01737598195904866,14.871128304628655,0.016991236014291644,7419.652382531203,9.821198182180524e-05,2.252523336210288e-05,0.6610434055328369,36.834095,7.0617743,-7.732429,6.1699905,99.89957,-97.780495,-99.88553,-100.48362,0.45442095,-97.80608,-99.87421,-100.479195,0.45181897,-97.81019,-99.90114,-100.501854,0.45748088,0.00026060757,0.00034051994,357000,0.999824,0.04645291,-0.99955815,0.4098777,-0.45977372,-2.0673764,-5.530104,0.39847574,0.6314265,0.13426259,0.0039655757,0.04028287
